semana,indice,id,titulo,descricao,tipo,texto_completo,links,materiais,arquivos
Semana 01,11,1d6deb85dd774009a537eba8480dc42d,Autoestudo 3 (Instrução Especificação de Requisitos de Software) - Sistema de automação e controle de malha aberta e malha fechada,Reginaldo Arakaki,Outros,"Autoestudo 3 (Instrução Especificação de Requisitos de Software) - Sistema de automação e controle de malha aberta e malha fechada








Reginaldo Arakaki",,,
Semana 01,12,274acc4e119e4eda8d50cbff9583086e,Workshop com parceiro,07/08/2025 - 14:00h,Outros,"Workshop com parceiro








07/08/2025 - 14:00h",,,
Semana 01,13,8affc658a0014b23827f19084ab1642d,"Engenharia de Requisitos (Negócios, Funcionalidades e Não Funcionalidades e os Impactos nos Negócios Digitais)","08/08/2025 - 14:00h








Reginaldo Arakaki",Outros,"Engenharia de Requisitos (Negócios, Funcionalidades e Não Funcionalidades e os Impactos nos Negócios Digitais)








08/08/2025 - 14:00h








Reginaldo Arakaki",,,
Semana 01,14,99b5308a3a4d43edac4c72aeb233c9c9,"PROBLEMA CENTRAL, FOCO DESTA INSTRUÇÃO (Instrução Engenharia de Requisitos) - Modelagem do Projeto",Reginaldo Arakaki,Projeto,"PROBLEMA CENTRAL, FOCO DESTA INSTRUÇÃO (Instrução Engenharia de Requisitos) - Modelagem do Projeto








Reginaldo Arakaki",,,
Semana 01,15,1c46daf94c0b49bebe94f3b4fde2982a,Autoestudo 2 (Instrução de Engenharia de Requisitos) - Usabilidade de sistemas usando linguagem natural,Reginaldo Arakaki,Outros,"Autoestudo 2 (Instrução de Engenharia de Requisitos) - Usabilidade de sistemas usando linguagem natural








Reginaldo Arakaki",,,
Semana 01,16,cff8ddcaf4914877863ff55515b77179,Autoestudo ponderado sobre ciclo de viva de um aplicativo digital bancário.,"Nota: 9.0








Reginaldo Arakaki

Atividade ponderada",Atividade,"Autoestudo ponderado sobre ciclo de viva de um aplicativo digital bancário.

Nota: 9.0








Reginaldo Arakaki

Atividade ponderada",,Imagem sem título: /ico/Avaliado.svg,
Semana 01,17,28f91439f6f246cb8258304785d194aa,"Autoestudo 1 (Instrução Engenharia de Requisitos) - Ampliar o exemplo da casa com iluminação automatizada, para uma plataforma digital com 10.000 casas.","Nota: 10.0








Reginaldo Arakaki

Atividade ponderada",Atividade,"Autoestudo 1 (Instrução Engenharia de Requisitos) - Ampliar o exemplo da casa com iluminação automatizada, para uma plataforma digital com 10.000 casas.

Nota: 10.0








Reginaldo Arakaki

Atividade ponderada",,Imagem sem título: /ico/Avaliado.svg,
Semana 02,1,b8a117cd2e9f491bb7d6590913d8ec5b,Fundamentos e Aplicações de Processamento de Audio para Texto e Texto para Áudio,"11/08/2025 - 14:00h








Reginaldo Arakaki",Outros,"Fundamentos e Aplicações de Processamento de Audio para Texto e Texto para Áudio








11/08/2025 - 14:00h








Reginaldo Arakaki",,,
Semana 02,2,8fe7a2ffe4304fe29598ef2cadd7acf8,"O PROBLEMA CENTRAL, FOCO DESTA INSTRUÇÃO: Conversão de A/D e D/A para áudio e texto em sistemas com interação por linguagem natural?",Reginaldo Arakaki,Outros,"O PROBLEMA CENTRAL, FOCO DESTA INSTRUÇÃO: Conversão de A/D e D/A para áudio e texto em sistemas com interação por linguagem natural?








Reginaldo Arakaki",,,
Semana 02,3,00393d3dc41f4e07ba64bef64d4b24be,Speech to text and text to speech recognition systems - A review,Reginaldo Arakaki,Outros,"Speech to text and text to speech recognition systems - A review








Reginaldo Arakaki",,,
Semana 02,4,121c083a7b2b472eb8f8b9daa7546e0e,Conjunto de Links da IBM Cloud,Reginaldo Arakaki,Outros,"Conjunto de Links da IBM Cloud








Reginaldo Arakaki",,,
Semana 02,5,835f675097654a789fb98b0ba68d8da9,Análise de custo-benefício da automação com reconhecimento de voz,"12/08/2025 - 14:00h








Lisane Valdo",Outros,"Análise de custo-benefício da automação com reconhecimento de voz








12/08/2025 - 14:00h








Lisane Valdo",,,
Semana 02,6,53efaea3e5bc4cc9a2eba5fcb2b73f07,"Experts Weigh In On Voice Control Technology's Pros, Cons And Future",Lisane Valdo,Outros,"Experts Weigh In On Voice Control Technology's Pros, Cons And Future








Lisane Valdo",,,
Semana 02,7,c2bee4838bcd49e495ce71c4991421e7,How Voice Recognition Works,Lisane Valdo,Outros,"How Voice Recognition Works








Lisane Valdo",,,
Semana 02,8,941ad2c796ad4d709edfe5b354287135,15 Uses of Voice Recognition Software Today,Lisane Valdo,Outros,"15 Uses of Voice Recognition Software Today








Lisane Valdo",,,
Semana 02,9,ef5d1e276f48477e9b8b7bb77dddf1a8,Aprendizagem colaborativa,"13/08/2025 - 14:00h








Filipe Gonçalves de Souza Nogueira da Silva",Outros,"Aprendizagem colaborativa








13/08/2025 - 14:00h








Filipe Gonçalves de Souza Nogueira da Silva",,,
Semana 02,10,60aafd25235e4b0091925d517fb952c5,Aprendizagem em equipes,Filipe Gonçalves de Souza Nogueira da Silva,Outros,"Aprendizagem em equipes








Filipe Gonçalves de Souza Nogueira da Silva",,,
Semana 02,11,457f8afe18104c01b05458abf362c921,Processos de aprendizagem em equipe de projeto que utiliza a metodologia ágil,Filipe Gonçalves de Souza Nogueira da Silva,Projeto,"Processos de aprendizagem em equipe de projeto que utiliza a metodologia ágil








Filipe Gonçalves de Souza Nogueira da Silva",,,
Semana 02,12,11bf28e924ab4b8fb881dbec2b6120a0,Os 17 Objetivos de Desenvolvimento Sustentável,,Outros,Os 17 Objetivos de Desenvolvimento Sustentável,,,
Semana 02,13,19c178072ac14a7abdb8801360d74759,Interação por Voz: Desenvolvendo Interfaces com TTS e STT,"14/08/2025 - 14:00h








Francisco de Souza Escobar",Outros,"Interação por Voz: Desenvolvendo Interfaces com TTS e STT








14/08/2025 - 14:00h








Francisco de Souza Escobar",,,
Semana 02,14,71d35561e5404bb99d4fe6d57dd6730f,Sprint review  e  retrospective 1,15/08/2025 - 14:00h,Outros,"Sprint review  e  retrospective 1








15/08/2025 - 14:00h",,,
Semana 02,15,c76177f06da74050b2af14329faa7ccd,How to Design Voice User Interfaces,Francisco de Souza Escobar,Outros,"How to Design Voice User Interfaces








Francisco de Souza Escobar",,,
Semana 02,16,f83507b961a04158b1f510e215d710fa,Voice Interface e UX Design: Como anda essa relação?,Francisco de Souza Escobar,Outros,"Voice Interface e UX Design: Como anda essa relação?








Francisco de Souza Escobar",,,
Semana 02,17,94abe021d0404923b5c98b5100a44f9f,VUIs: interfaces por voz e a experiência do usuário,Francisco de Souza Escobar,Outros,"VUIs: interfaces por voz e a experiência do usuário








Francisco de Souza Escobar",,,
Semana 02,18,e76e3351818f4efa919e0350bf2efede,"Interface, Interação e Affordance",Francisco de Souza Escobar,Outros,"Interface, Interação e Affordance








Francisco de Souza Escobar",,,
Semana 02,19,db3f3b29faa34c00b20553a58940ba25,Atividade ponderada de UX.,"Francisco de Souza Escobar

Atividade ponderada",Atividade,"Atividade ponderada de UX.








Francisco de Souza Escobar

Atividade ponderada",,,
Semana 02,20,ea09721246fa490db978fc50a092e366,ENTENDIMENTO DO NEGÓCIO,"Nota: 8.2

Atividade ponderada",Atividade,"ENTENDIMENTO DO NEGÓCIO 

Nota: 8.2

Atividade ponderada",,Imagem sem título: /ico/Avaliado.svg,
Semana 02,21,59c1a269e2be444e8c02aca3efb56a1c,ESPECIFICAÇÃO DE REQUISITOS FUNCIONAIS E NÃO FUNCIONAIS,"Nota: 7.8

Atividade ponderada",Atividade,"ESPECIFICAÇÃO DE REQUISITOS FUNCIONAIS E NÃO FUNCIONAIS

Nota: 7.8

Atividade ponderada",,Imagem sem título: /ico/Avaliado.svg,
Semana 02,22,4dbdf8ad06b54cd5b10951d34bcf815c,GESTÃO DE PROJETO E CONFIGURAÇÃO,"Nota: 7.6

Atividade ponderada",Atividade,"GESTÃO DE PROJETO E CONFIGURAÇÃO

Nota: 7.6

Atividade ponderada",,Imagem sem título: /ico/Avaliado.svg,
Semana 03,1,03dcb670b64443a6a861ec53269ccb6f,Sprint Planning 2 e Demonstração de Aprendizagem,18/08/2025 - 14:00h,Outros,"Sprint Planning 2 e Demonstração de Aprendizagem








18/08/2025 - 14:00h",,,
Semana 03,2,1d4f3b097d9848c08129b8eaff89a71b,Fundamentos de PLN,"19/08/2025 - 14:00h








Bryan Kano Ferreira",Outros,"Fundamentos de PLN 








19/08/2025 - 14:00h








Bryan Kano Ferreira",,,
Semana 03,3,d0a32a3110de486e8efd36821cf0a787,O que é PLN?,Bryan Kano Ferreira,Outros,"O que é PLN?








Bryan Kano Ferreira",,,
Semana 03,4,e6897e6e0627487aa06ad9ae3b2d0e2f,A base do processamento de textos,Bryan Kano Ferreira,Outros,"A base do processamento de textos








Bryan Kano Ferreira",,,
Semana 03,5,f47e81f9e732462d95a0022bd2898f25,Natural Language Processing In 5 Minutes | What Is NLP And How Does It Work? | Simplilearn,Bryan Kano Ferreira,Outros,"Natural Language Processing In 5 Minutes | What Is NLP And How Does It Work? | Simplilearn








Bryan Kano Ferreira",,,
Semana 03,6,391610fda60c49a881f90cc6f9c02860,"RegexOne - Learn Regular Expressions with simple, interactive exercises.",Bryan Kano Ferreira,Outros,"RegexOne - Learn Regular Expressions with simple, interactive exercises.








Bryan Kano Ferreira",,,
Semana 03,7,41962f34e2974f978ee14108db1f05ca,Princípios do Design Inclusivo,"20/08/2025 - 14:00h








Francisco de Souza Escobar",Outros,"Princípios do Design Inclusivo 








20/08/2025 - 14:00h








Francisco de Souza Escobar",,,
Semana 03,8,dbcd3d6241e642e7b580ca47c73dc518,Design universal: um conceito que traz acessibilidade aos espaços,Francisco de Souza Escobar,Outros,"Design universal: um conceito que traz acessibilidade aos espaços








Francisco de Souza Escobar",,,
Semana 03,9,ad8ebb78959243e9be9f43a4f48662a9,Acessibilidade na Web,Francisco de Souza Escobar,Outros,"Acessibilidade na Web








Francisco de Souza Escobar",,,
Semana 03,10,ea9f06655a1243ef9c575178af08b7ca,"Design Universal, Design Inclusivo e Design com foco na equidade",Francisco de Souza Escobar,Outros,"Design Universal, Design Inclusivo e Design com foco na equidade








Francisco de Souza Escobar",,,
Semana 03,11,abec2ef784ee41749e57e57d37ff8c6a,Pré-processamento de Texto,"21/08/2025 - 14:00h








Bryan Kano Ferreira",Outros,"Pré-processamento de Texto








21/08/2025 - 14:00h








Bryan Kano Ferreira",,,
Semana 03,12,cf4f3d984663468e93efd59cc4955434,Básico de Pré-processamento de Texto com NLTK,Bryan Kano Ferreira,Outros,"Básico de Pré-processamento de Texto com NLTK








Bryan Kano Ferreira",,,
Semana 03,13,e4116b392c4348608304637811772399,Pipeline Completo de Pré-processamento com NLTK,Bryan Kano Ferreira,Outros,"Pipeline Completo de Pré-processamento com NLTK








Bryan Kano Ferreira",,,
Semana 03,14,74d64308172f4c359b51e0c738ad4de7,Notebook Python de Pré-processamento em NLP,Bryan Kano Ferreira,Outros,"Notebook Python de Pré-processamento em NLP








Bryan Kano Ferreira",,,
Semana 03,15,8c877b7b94e64953aeffb2dbc60abf72,"Representação de Texto e Vetorização - Representações básicas: Bag-of-Words, TF-IDF","22/08/2025 - 14:00h








Bryan Kano Ferreira",Outros,"Representação de Texto e Vetorização - Representações básicas: Bag-of-Words, TF-IDF








22/08/2025 - 14:00h








Bryan Kano Ferreira",,,
Semana 03,16,a47a564224a94b8ca50952b7e45bed33,Getting started with Natural Language Processing: Bag of Words,Bryan Kano Ferreira,Outros,"Getting started with Natural Language Processing: Bag of Words








Bryan Kano Ferreira",,,
Semana 03,17,63aac2ca01c74d7098902f9953c55675,Representação vetorial de textos - bag of words,Bryan Kano Ferreira,Outros,"Representação vetorial de textos - bag of words








Bryan Kano Ferreira",,,
Semana 03,18,8eea5badb398495dbda8596215f64626,An introduction to Bag of Words and how to code it in Python for NLP,Bryan Kano Ferreira,Outros,"An introduction to Bag of Words and how to code it in Python for NLP








Bryan Kano Ferreira",,,
Semana 04,1,f97ce08e7cb045799faa3d12465f036c,Representação de Texto e Vetorização – Da Frequência ao Significado,"25/08/2025 - 14:00h








Ovidio Lopes da Cruz Netto",Outros,"Representação de Texto e Vetorização – Da Frequência ao Significado








25/08/2025 - 14:00h








Ovidio Lopes da Cruz Netto",,,
Semana 04,2,32dbb220ca22459aa519802f5c85a529,Introdução aos Word Embeddings com Word2Vec,Ovidio Lopes da Cruz Netto,Outros,"Introdução aos Word Embeddings com Word2Vec








Ovidio Lopes da Cruz Netto",,,
Semana 04,3,2435ed685082471aa4d9f81909a0f1d9,Embeddings Contextuais com BERT,Ovidio Lopes da Cruz Netto,Outros,"Embeddings Contextuais com BERT








Ovidio Lopes da Cruz Netto",,,
Semana 04,4,6a630127155e4012a896f28ab452854b,Visualizando Embeddings com t-SNE e UMAP,Ovidio Lopes da Cruz Netto,Outros,"Visualizando Embeddings com t-SNE e UMAP








Ovidio Lopes da Cruz Netto",,,
Semana 04,5,5d121296f1754c4a85accebb12e43dfa,Atividade: Bag of Words e Comparação de Representações,"Ovidio Lopes da Cruz Netto

Atividade ponderada",Atividade,"Atividade: Bag of Words e Comparação de Representações








Ovidio Lopes da Cruz Netto

Atividade ponderada",,,
Semana 04,6,12e6f2fdeb6a47108c77cd7dd9b29954,Análise de Agrupamento - Medidas de Proximidade.,"26/08/2025 - 14:00h








Maria Cristina Nogueira Gramani",Outros,"Análise de Agrupamento - Medidas de Proximidade.








26/08/2025 - 14:00h








Maria Cristina Nogueira Gramani",,,
Semana 04,7,731fba764f8e4a14a219a9cabe73c692,Teoria: Análise de Agrupamento - Medidas de Proximidade.,Maria Cristina Nogueira Gramani,Outros,"Teoria: Análise de Agrupamento - Medidas de Proximidade.








Maria Cristina Nogueira Gramani",,,
Semana 04,8,23f76a1369bf4362aba77d7a4d9c0453,Videoaula 1: Similaridade de cosseno.,Maria Cristina Nogueira Gramani,Outros,"Videoaula 1: Similaridade de cosseno.








Maria Cristina Nogueira Gramani",,,
Semana 04,9,68f473dff01d4d84a7794ae5ba90602c,"Videoaula 2: Pearson""s Correlation.",Maria Cristina Nogueira Gramani,Outros,"Videoaula 2: Pearson""s Correlation.








Maria Cristina Nogueira Gramani",,,
Semana 04,10,ed265b35cee5450f9d6137f1084718ad,"Videoaula 3: Principal Component Analysis (PCA), Step-by-Step.",Maria Cristina Nogueira Gramani,Outros,"Videoaula 3: Principal Component Analysis (PCA), Step-by-Step.








Maria Cristina Nogueira Gramani",,,
Semana 04,11,9e306471714b4033a61322a1b03a687b,Questão Ponderada: Aplicando Similaridade de Cosseno em Acessibilidade Digital,"Maria Cristina Nogueira Gramani

Atividade ponderada",Atividade,"Questão Ponderada: Aplicando Similaridade de Cosseno em Acessibilidade Digital








Maria Cristina Nogueira Gramani

Atividade ponderada",,,
Semana 04,12,843f98f4f7cf4687877b8c07283b7397,Introdução a Modelos de Linguagem com Transformers,"27/08/2025 - 14:00h








Bryan Kano Ferreira",Outros,"Introdução a Modelos de Linguagem com Transformers








27/08/2025 - 14:00h








Bryan Kano Ferreira",,,
Semana 04,13,38b7049c17b249d6903e19bc6bb33e62,Como Funcionam os Transformers - Hugging Face,Bryan Kano Ferreira,Outros,"Como Funcionam os Transformers - Hugging Face








Bryan Kano Ferreira",,,
Semana 04,14,9b0f9eeaba2544b890c716921c9706ce,Arquitetura Transformer e Mecanismos de Atenção,Bryan Kano Ferreira,Outros,"Arquitetura Transformer e Mecanismos de Atenção








Bryan Kano Ferreira",,,
Semana 04,15,5f4e6bacf13c46f3a31072106a98cb79,"Benchmark de Arquiteturas: CNN, RNN, LSTM e Transformers",Bryan Kano Ferreira,Outros,"Benchmark de Arquiteturas: CNN, RNN, LSTM e Transformers








Bryan Kano Ferreira",,,
Semana 04,16,4a261b878093478da9fae6c498b3bb99,Construção de Modelos de Classificação de Sentimentos com Naive-Bayes e a representação Bag of Words,"28/08/2025 - 14:00h








Bryan Kano Ferreira",Outros,"Construção de Modelos de Classificação de Sentimentos com Naive-Bayes e a representação Bag of Words








28/08/2025 - 14:00h








Bryan Kano Ferreira",,,
Semana 04,17,5fb7b00a8c1e48eabfef0a81de3c8eff,A Hitchhiker's Guide to Sentiment Analysis using Naive-Bayes Classifier,Bryan Kano Ferreira,Outros,"A Hitchhiker's Guide to Sentiment Analysis using Naive-Bayes Classifier








Bryan Kano Ferreira",,,
Semana 04,18,eefb3e23fa8f436f87e62f820b7d216e,Como Fazer Análise de Sentimentos com Dados Textuais,Bryan Kano Ferreira,Outros,"Como Fazer Análise de Sentimentos com Dados Textuais








Bryan Kano Ferreira",,,
Semana 04,19,d7673149ef7242328531919f5ac657b6,Naive Bayes Algorithms: A Complete Guide for Beginners,Bryan Kano Ferreira,Outros,"Naive Bayes Algorithms: A Complete Guide for Beginners








Bryan Kano Ferreira",,,
Semana 04,20,f7c15febd2db463c8182cbc888468066,Bibliotecas Python para Data Science,Bryan Kano Ferreira,Outros,"Bibliotecas Python para Data Science








Bryan Kano Ferreira",,,
Semana 04,21,2460c71d938a43b1a041010f2a35fd11,How to implement Naive Bayes from scratch with Python,Bryan Kano Ferreira,Outros,"How to implement Naive Bayes from scratch with Python








Bryan Kano Ferreira",,,
Semana 04,22,581e74c786cd4af0875d833d04b92127,Sprint Review e Retrospective 2,29/08/2025 - 14:00h,Outros,"Sprint Review e Retrospective 2








29/08/2025 - 14:00h",,,
Semana 04,23,4cba24b889f94222881980c17570442f,DESIGN COMPREENSIVO E PROJETO VISUAL,Atividade ponderada,Atividade,"DESIGN COMPREENSIVO E PROJETO VISUAL

Atividade ponderada",,,
Semana 04,24,6892ffedd5e4455c964975103a0e226d,ESTRATÉGIA TÉCNICA  DA SOLUÇÃO,Atividade ponderada,Atividade,"ESTRATÉGIA TÉCNICA  DA SOLUÇÃO

Atividade ponderada",,,
Semana 04,25,352b3b4ce40a45f4b1205b5de41ecb87,GESTÃO DE PROJETOS EVOLUTIVA,Atividade ponderada,Atividade,"GESTÃO DE PROJETOS EVOLUTIVA

Atividade ponderada",,,
Semana 05,1,9be5e1dc06b4440885f9a8031bd1f6ed,"Sprint planning 3, demonstração de aprendizagem",01/09/2025 - 14:00h,Outros,"Sprint planning 3, demonstração de aprendizagem








01/09/2025 - 14:00h",,,
Semana 05,2,84a2e19f91cb4e90a5ae6f2a238f4512,Geração de Texto,"02/09/2025 - 14:00h








Ovidio Lopes da Cruz Netto",Outros,"Geração de Texto








02/09/2025 - 14:00h








Ovidio Lopes da Cruz Netto",,,
Semana 05,3,3f3d8714011b4eb5a73baced9415d11e,Geração de Texto com GPT-2,Ovidio Lopes da Cruz Netto,Outros,"Geração de Texto com GPT-2








Ovidio Lopes da Cruz Netto",,,
Semana 05,4,bb77ba4c550f4f8b985197f174ad8f90,Rodando Modelos de LLM com Hugging Face e Python,Ovidio Lopes da Cruz Netto,Outros,"Rodando Modelos de LLM com Hugging Face e Python








Ovidio Lopes da Cruz Netto",,,
Semana 05,5,d772660913194b6b8c55b508d984bca8,Introdução ao Retrieval-Augmented Generation (RAG),Ovidio Lopes da Cruz Netto,Outros,"Introdução ao Retrieval-Augmented Generation (RAG)








Ovidio Lopes da Cruz Netto",,,
Semana 05,6,194c912d79b64b829af6a49ba6dd1dbd,Construindo aplicações personalizadas com LLM através de RAG,Ovidio Lopes da Cruz Netto,Outros,"Construindo aplicações personalizadas com LLM através de RAG








Ovidio Lopes da Cruz Netto",,,
Semana 05,7,4e1df00ad3504f7ca6797e2406a8f7a5,Acessibilidade no Design de Interfaces,"03/09/2025 - 14:00h








Francisco de Souza Escobar",Outros,"Acessibilidade no Design de Interfaces








03/09/2025 - 14:00h








Francisco de Souza Escobar",,,
Semana 05,8,db94f43b03864df48d4f3ef7c4d5bef3,Guia WCAG,Francisco de Souza Escobar,Outros,"Guia WCAG








Francisco de Souza Escobar",,,
Semana 05,9,1e94600c889447ae878a8c62575bf7fe,Color accessibility: tools and resources to help you design inclusive products,Francisco de Souza Escobar,Outros,"Color accessibility: tools and resources to help you design inclusive products








Francisco de Souza Escobar",,,
Semana 05,10,7a949fc1b046449d9a12bd2d043d0930,Accessibility Cheat Sheets,Francisco de Souza Escobar,Outros,"Accessibility Cheat Sheets








Francisco de Souza Escobar",,,
Semana 05,11,fca2611e143942acb56aedfec73b91f6,Atividade ponderada de UX.,"Francisco de Souza Escobar

Atividade ponderada",Atividade,"Atividade ponderada de UX.








Francisco de Souza Escobar

Atividade ponderada",,,
Semana 05,12,289cb397a4d243f395d44213627792f7,Chatbots e outras ferramentas comerciais,"04/09/2025 - 14:00h








Bryan Kano Ferreira",Outros,"Chatbots e outras ferramentas comerciais








04/09/2025 - 14:00h








Bryan Kano Ferreira",,,
Semana 05,13,4c6926f3ee7748c097db2b471c24019e,"Chatbot: o que é, como funciona, benefícios e cases",Bryan Kano Ferreira,Outros,"Chatbot: o que é, como funciona, benefícios e cases








Bryan Kano Ferreira",,,
Semana 05,14,4524a63b5f7545709f7ceaeb071ccee7,O que é um chatbot?,Bryan Kano Ferreira,Outros,"O que é um chatbot?








Bryan Kano Ferreira",,,
Semana 05,15,2d4c1c06411a4140972aeabde1fd9e5d,Telegram Bot Tutorial,Bryan Kano Ferreira,Outros,"Telegram Bot Tutorial








Bryan Kano Ferreira",,,
Semana 05,16,91b79772832e490fab9ada1a3f381d0d,Referência de webhook do Telegram,Bryan Kano Ferreira,Outros,"Referência de webhook do Telegram








Bryan Kano Ferreira",,,
Semana 05,17,740f125fcd6845e9a19ea9140cf67eba,Atividade: Construção de um bot de mensagens no Telegram,"Bryan Kano Ferreira

Atividade ponderada",Atividade,"Atividade: Construção de um bot de mensagens no Telegram








Bryan Kano Ferreira

Atividade ponderada",,,
Semana 05,18,ba17800cc4da467b87c361277ef2650c,ChatGPT for good? On opportunities and challenges of large language models for education,Bryan Kano Ferreira,Outros,"ChatGPT for good? On opportunities and challenges of large language models for education








Bryan Kano Ferreira",,,
Semana 05,19,7e92d03c0fb945ec9f65e09f335e77d5,Webhooks e integrações entre serviços,"05/09/2025 - 14:00h








Hermano Peixoto de Oliveira Junior",Outros,"Webhooks e integrações entre serviços








05/09/2025 - 14:00h








Hermano Peixoto de Oliveira Junior",,,
Semana 05,20,3c3dbb0ff34b4a029f987cb18a24ac09,O que é um webhook?,Hermano Peixoto de Oliveira Junior,Outros,"O que é um webhook?








Hermano Peixoto de Oliveira Junior",,,
Semana 05,21,30240959690248239a5eee8692b8c8b4,Entenda o que é um webhook e como ele funciona,Hermano Peixoto de Oliveira Junior,Outros,"Entenda o que é um webhook e como ele funciona








Hermano Peixoto de Oliveira Junior",,,
Semana 05,22,b1ab48a3684e4fe9b0e5c5d4b4290f65,"Webhook: o que é, importância, como criar e implementar",Hermano Peixoto de Oliveira Junior,Outros,"Webhook: o que é, importância, como criar e implementar








Hermano Peixoto de Oliveira Junior",,,
Semana 05,23,d0da06d7f67642199db5f6bd17316e98,Criar webhooks,Hermano Peixoto de Oliveira Junior,Outros,"Criar webhooks








Hermano Peixoto de Oliveira Junior",,,
Semana 05,24,d54ace84ae4144c2a1d82b2d37f03e44,RabbitMQ in 100 Seconds,Hermano Peixoto de Oliveira Junior,Outros,"RabbitMQ in 100 Seconds








Hermano Peixoto de Oliveira Junior",,,
Semana 06,1,664ee214714d4b60b2b4382c874b8a89,Uso de ferramentas comerciais para o desenvolvimento de aplicações com PLN,"08/09/2025 - 14:00h








Ovidio Lopes da Cruz Netto",Outros,"Uso de ferramentas comerciais para o desenvolvimento de aplicações com PLN








08/09/2025 - 14:00h








Ovidio Lopes da Cruz Netto",,,
Semana 06,2,6a538a661777499db0dc837696e3b582,Criação de Chatbot com IBM Watson,Ovidio Lopes da Cruz Netto,Outros,"Criação de Chatbot com IBM Watson








Ovidio Lopes da Cruz Netto",,,
Semana 06,3,31f5346aa67b4c52b91c72a93c6ef092,Amazon S3 Introduction,Ovidio Lopes da Cruz Netto,Outros,"Amazon S3 Introduction








Ovidio Lopes da Cruz Netto",,,
Semana 06,4,bd0b86b9573f4720966349adf36acc1c,Audio to text conversion using AWS Transcribe and Sentiment Analysis using Comprehend API,Ovidio Lopes da Cruz Netto,Outros,"Audio to text conversion using AWS Transcribe and Sentiment Analysis using Comprehend API








Ovidio Lopes da Cruz Netto",,,
